COL_8,COL_7,FOND_SC_CODE,COL_6,COL_5,COL_4,COL_3,SCHUL_KND_SC_CODE,COL_2,COL_1,ADRCD_NM,COL_FGR_SUM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,AVG_FGR_SUM,JU_ORG_CODE,PBAN_EXCP_YN,SP_SUM,SCHUL_CODE,SP_FGR_SUM,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,ADRCD_CD,COL_SUM,BNHH_YN,SCHUL_NM,_학교급,_시군구,DGHT_CRSE_SC_CODE,HS_KND_SC_NM,학생수,특수학급학생수,학급수,특수학급수
0,1,공립,1.0,1.0,1.0,1,02,1,1,경상북도 포항시 남구,42(2),경상북도포항교육지원청,경상북도교육청,6.0,R100000619,N,1,S150003555,2,R100000001,16,4711125021,7(1),N,구룡포초등학교,초등학교,포항시남구,,,42,2,7,1
0,2,공립,4.0,4.0,4.0,3,02,3,2,경상북도 포항시 남구,387(7),경상북도포항교육지원청,경상북도교육청,17.6,R100000619,N,2,S150003557,7,R100000001,16,4711125631,22(2),N,구정초등학교,초등학교,포항시남구,,,387,7,22,2
0,1,공립,1.0,1.0,1.0,0,02,1,0,경상북도 포항시 남구,19(2),경상북도포항교육지원청,경상북도교육청,3.8,R100000619,N,1,S150003566,2,R100000001,16,4711131026,5(1),N,남성초등학교,초등학교,포항시남구,,,19,2,5,1
0,2,공립,2.0,2.0,1.0,1,02,2,1,경상북도 포항시 남구,191(9),경상북도포항교육지원청,경상북도교육청,17.4,R100000619,N,2,S150003570,9,R100000001,16,4711110200,11(2),N,대도초등학교,초등학교,포항시남구,,,191,9,11,2
0,0,공립,1.0,1.0,1.0,0,02,0,0,경상북도 포항시 남구,9(0),경상북도포항교육지원청,경상북도교육청,3.0,R100000619,N,0,S150003572,0,R100000001,16,4711135023,3(0),N,대보초등학교,초등학교,포항시남구,,,9,0,3,0
0,1,공립,1.0,1.0,1.0,1,02,1,1,경상북도 포항시 남구,28(5),경상북도포항교육지원청,경상북도교육청,4.0,R100000619,N,1,S150003574,5,R100000001,16,4711131027,7(1),N,대송초등학교,초등학교,포항시남구,,,28,5,7,1
0,1,공립,2.0,2.0,2.0,2,02,1,1,경상북도 포항시 남구,197(6),경상북도포항교육지원청,경상북도교육청,17.9,R100000619,N,1,S150003578,6,R100000001,16,4711110200,11(1),N,대해초등학교,초등학교,포항시남구,,,197,6,11,1
0,2,공립,3.0,3.0,3.0,2,02,2,2,경상북도 포항시 남구,265(8),경상북도포항교육지원청,경상북도교육청,15.6,R100000619,N,2,S150003580,8,R100000001,16,4711132021,17(2),N,동해초등학교,초등학교,포항시남구,,,265,8,17,2
0,2,공립,6.0,6.0,5.0,3,02,3,3,경상북도 포항시 남구,525(11),경상북도포항교육지원청,경상북도교육청,18.8,R100000619,N,2,S150003586,11,R100000001,16,4711125622,28(2),N,문덕초등학교,초등학교,포항시남구,,,525,11,28,2
0,1,공립,1.0,1.0,1.0,1,02,1,0,경상북도 포항시 남구,47(4),경상북도포항교육지원청,경상북도교육청,7.8,R100000619,N,1,S150003587,4,R100000001,16,4711125626,6(1),N,문충초등학교,초등학교,포항시남구,,,47,4,6,1
0,2,공립,2.0,2.0,1.0,1,02,1,1,경상북도 포항시 남구,142(9),경상북도포항교육지원청,경상북도교육청,14.2,R100000619,N,2,S150003594,9,R100000001,16,4711110200,10(2),N,상대초등학교,초등학교,포항시남구,,,142,9,10,2
0,1,공립,1.0,2.0,1.0,1,02,1,1,경상북도 포항시 남구,101(3),경상북도포항교육지원청,경상북도교육청,12.6,R100000619,N,1,S150003601,3,R100000001,16,4711110400,8(1),N,송림초등학교,초등학교,포항시남구,,,101,3,8,1
0,1,공립,2.0,2.0,2.0,2,02,1,2,경상북도 포항시 남구,219(6),경상북도포항교육지원청,경상북도교육청,18.3,R100000619,N,1,S150003606,6,R100000001,16,4711110100,12(1),N,신흥초등학교,초등학교,포항시남구,,,219,6,12,1
0,0,공립,1.0,1.0,1.0,1,02,1,0,경상북도 포항시 남구,26(0),경상북도포항교육지원청,경상북도교육청,5.2,R100000619,N,0,S150003607,0,R100000001,16,4711133026,5(0),N,양포초등학교,초등학교,포항시남구,,,26,0,5,0
0,3,공립,6.0,5.0,4.0,4,02,3,2,경상북도 포항시 남구,483(15),경상북도포항교육지원청,경상북도교육청,17.9,R100000619,N,3,S150003610,15,R100000001,16,4711125321,27(3),N,연일초등학교,초등학교,포항시남구,,,483,15,27,3
0,2,공립,3.0,2.0,2.0,1,02,2,1,경상북도 포항시 남구,208(9),경상북도포항교육지원청,경상북도교육청,16.0,R100000619,N,2,S150003611,9,R100000001,16,4711125321,13(2),N,연일형산초등학교,초등학교,포항시남구,,,208,9,13,2
0,3,공립,3.0,3.0,2.0,2,02,1,2,경상북도 포항시 남구,222(15),경상북도포항교육지원청,경상북도교육청,13.9,R100000619,N,3,S150003612,15,R100000001,16,4711125630,16(3),N,오천초등학교,초등학교,포항시남구,,,222,15,16,3
0,2,공립,7.0,6.0,5.0,4,02,4,3,경상북도 포항시 남구,602(9),경상북도포항교육지원청,경상북도교육청,19.4,R100000619,N,2,S150003615,9,R100000001,16,4711125325,31(2),N,유강초등학교,초등학교,포항시남구,,,602,9,31,2
0,2,공립,6.0,6.0,6.0,4,02,4,3,경상북도 포항시 남구,671(11),경상북도포항교육지원청,경상북도교육청,21.6,R100000619,N,2,S150003617,11,R100000001,16,4711111600,31(2),N,이동초등학교,초등학교,포항시남구,,,671,11,31,2
0,2,공립,4.0,5.0,4.0,4,02,4,3,경상북도 포항시 남구,566(13),경상북도포항교육지원청,경상북도교육청,21.8,R100000619,N,2,S150003618,13,R100000001,16,4711111200,26(2),N,인덕초등학교,초등학교,포항시남구,,,566,13,26,2
0,0,공립,1.0,1.0,1.0,1,02,1,1,경상북도 포항시 남구,41(0),경상북도포항교육지원청,경상북도교육청,6.8,R100000619,N,0,S150003620,0,R100000001,16,4711133022,6(0),N,장기초등학교,초등학교,포항시남구,,,41,0,6,0
0,1,공립,1.0,1.0,1.0,1,02,1,1,경상북도 포항시 남구,59(4),경상북도포항교육지원청,경상북도교육청,8.4,R100000619,N,1,S150003641,4,R100000001,16,4711110500,7(1),N,청림초등학교,초등학교,포항시남구,,,59,4,7,1
0,1,공립,1.0,1.0,1.0,1,02,1,1,경상북도 포항시 남구,81(4),경상북도포항교육지원청,경상북도교육청,11.6,R100000619,N,1,S150003651,4,R100000001,16,4711110400,7(1),N,포항송도초등학교,초등학교,포항시남구,,,81,4,7,1
0,0,사립,9.0,8.0,6.0,5,02,5,3,경상북도 포항시 남구,898(0),경상북도포항교육지원청,경상북도교육청,24.9,R100000619,N,0,S150003653,0,R100000001,16,4711111500,36(0),N,포항제철초등학교,초등학교,포항시남구,,,898,0,36,0
0,2,사립,6.0,8.0,7.0,8,02,7,8,경상북도 포항시 남구,1320(13),경상북도포항교육지원청,경상북도교육청,28.7,R100000619,N,2,S150003655,13,R100000001,16,4711111500,46(2),N,포항제철지곡초등학교,초등학교,포항시남구,,,1320,13,46,2
0,1,공립,7.0,7.0,7.0,6,02,6,5,경상북도 포항시 남구,948(6),경상북도포항교육지원청,경상북도교육청,24.3,R100000619,N,1,S150003661,6,R100000001,16,4711111400,39(1),N,효자초등학교,초등학교,포항시남구,,,948,6,39,1
0,1,공립,3.0,2.0,2.0,2,02,2,2,경상북도 포항시 남구,279(6),경상북도포항교육지원청,경상북도교육청,19.9,R100000619,N,1,S150006258,6,R100000001,16,4711111600,14(1),N,대이초등학교,초등학교,포항시남구,,,279,6,14,1
0,3,공립,8.0,8.0,7.0,5,02,4,5,경상북도 포항시 남구,806(15),경상북도포항교육지원청,경상북도교육청,20.2,R100000619,N,3,S150006312,15,R100000001,16,4711125621,40(3),N,포항원동초등학교,초등학교,포항시남구,,,806,15,40,3
0,0,공립,3.0,3.0,4.0,4,02,3,4,경상북도 포항시 남구,417(0),경상북도포항교육지원청,경상북도교육청,19.9,R100000619,N,0,S150006614,0,R100000001,16,4711125627,21(0),N,포항용산초등학교,초등학교,포항시남구,,,417,0,21,0
0,1,공립,,,,1,03,1,1,경상북도 포항시 남구,25(3),경상북도포항교육지원청,경상북도교육청,6.3,R100000619,N,1,S150003512,3,R100000001,16,4711125000,4(1),N,구룡포중학교,중학교,포항시남구,주간,,25,3,4,1
0,0,공립,,,,1,03,1,1,경상북도 포항시 남구,6(0),경상북도포항교육지원청,경상북도교육청,2.0,R100000619,N,0,S150003520,0,R100000001,16,4711135022,3(0),N,대보중학교,중학교,포항시남구,주간,,6,0,3,0
0,0,공립,,,,1,03,1,1,경상북도 포항시 남구,18(0),경상북도포항교육지원청,경상북도교육청,6.0,R100000619,N,0,S150003521,0,R100000001,16,4711131029,3(0),N,대송중학교,중학교,포항시남구,주간,,18,0,3,0
0,1,공립,,,,3,03,2,2,경상북도 포항시 남구,152(3),경상북도포항교육지원청,경상북도교육청,19.0,R100000619,N,1,S150003526,3,R100000001,16,4711110200,8(1),N,상도중학교,중학교,포항시남구,주간,,152,3,8,1
0,2,공립,,,,7,03,7,5,경상북도 포항시 남구,498(9),경상북도포항교육지원청,경상북도교육청,23.7,R100000619,N,2,S150003530,9,R100000001,16,4711125629,21(2),N,신흥중학교,중학교,포항시남구,주간,,498,9,21,2
0,2,사립,,,,7,03,7,7,경상북도 포항시 남구,557(14),경상북도포항교육지원청,경상북도교육청,24.2,R100000619,N,2,S150003533,14,R100000001,16,4711125323,23(2),N,영일중학교,중학교,포항시남구,주간,,557,14,23,2
0,1,사립,,,,8,03,8,7,경상북도 포항시 남구,613(8),경상북도포항교육지원청,경상북도교육청,25.5,R100000619,N,1,S150003534,8,R100000001,16,4711125630,24(1),N,오천중학교,중학교,포항시남구,주간,,613,8,24,1
0,0,사립,,,,2,03,2,2,경상북도 포항시 남구,130(0),경상북도포항교육지원청,경상북도교육청,21.7,R100000619,N,0,S150003536,0,R100000001,16,4711133030,6(0),N,장기중학교,중학교,포항시남구,주간,,130,0,6,0
0,1,사립,,,,4,03,4,4,경상북도 포항시 남구,298(6),경상북도포항교육지원청,경상북도교육청,22.9,R100000619,N,1,S150003540,6,R100000001,16,4711132021,13(1),N,포항동해중학교,중학교,포항시남구,주간,,298,6,13,1
0,2,사립,,,,20,03,20,20,경상북도 포항시 남구,1709(10),경상북도포항교육지원청,경상북도교육청,27.6,R100000619,N,2,S150003543,10,R100000001,16,4711111500,62(2),N,포항제철중학교,중학교,포항시남구,주간,,1709,10,62,2
0,1,공립,,,,2,03,2,2,경상북도 포항시 남구,135(5),경상북도포항교육지원청,경상북도교육청,19.3,R100000619,N,1,S150006022,5,R100000001,16,4711110400,7(1),N,송도중학교,중학교,포항시남구,주간,,135,5,7,1
0,1,공립,,,,9,03,9,8,경상북도 포항시 남구,699(6),경상북도포항교육지원청,경상북도교육청,25.9,R100000619,N,1,S150006094,6,R100000001,16,4711111700,27(1),N,포항이동중학교,중학교,포항시남구,주간,,699,6,27,1
0,1,공립,,,,6,03,7,6,경상북도 포항시 남구,511(4),경상북도포항교육지원청,경상북도교육청,25.6,R100000619,N,1,S150006095,4,R100000001,16,4711125325,20(1),N,유강중학교,중학교,포항시남구,주간,,511,4,20,1
0,2,공립,,,,7,03,7,5,경상북도 포항시 남구,503(8),경상북도포항교육지원청,경상북도교육청,24.0,R100000619,N,2,S150006392,8,R100000001,16,4711125621,21(2),N,포항포은중학교,중학교,포항시남구,주간,,503,8,21,2
0,0,공립,,,,0,03,0,5,경상북도 포항시 남구,123(0),경상북도포항교육지원청,경상북도교육청,24.6,R100000619,N,0,S150006626,0,R100000001,16,4711125621,5(0),N,포항해오름중학교,중학교,포항시남구,주간,,123,0,5,0
0,0,공립,,,,3,04,3,3,경상북도 포항시 남구,160(0),경상북도교육청,경상북도교육청,17.8,R100000001,N,0,S150000719,0,R100000001,16,4711111500,9(0),N,경북과학고등학교,고등학교,포항시남구,주간,특수목적고등학교,160,0,9,0
0,0,공립,,,,2,04,2,2,경상북도 포항시 남구,100(0),경상북도교육청,경상북도교육청,16.7,R100000001,N,0,S150000752,0,R100000001,16,4711125028,6(0),N,포항과학기술고등학교,고등학교,포항시남구,주간,특성화고등학교,100,0,6,0
0,0,사립,,,,9,04,8,9,경상북도 포항시 남구,599(0),경상북도교육청,경상북도교육청,23.0,R100000001,N,0,S150000867,0,R100000001,16,4711111600,26(0),N,세명고등학교,고등학교,포항시남구,주간,일반고등학교,599,0,26,0
0,1,사립,,,,7,04,7,7,경상북도 포항시 남구,516(7),경상북도교육청,경상북도교육청,23.5,R100000001,N,1,S150000910,7,R100000001,16,4711125323,22(1),N,영일고등학교,고등학교,포항시남구,주간,일반고등학교,516,7,22,1
0,2,사립,,,,8,04,8,8,경상북도 포항시 남구,587(11),경상북도교육청,경상북도교육청,22.6,R100000001,N,2,S150000934,11,R100000001,16,4711125630,26(2),N,오천고등학교,고등학교,포항시남구,주간,일반고등학교,587,11,26,2
0,1,사립,,,,7,04,7,7,경상북도 포항시 남구,498(4),경상북도교육청,경상북도교육청,22.6,R100000001,N,1,S150000991,4,R100000001,16,4711132021,22(1),N,포항동성고등학교,고등학교,포항시남구,주간,일반고등학교,498,4,22,1
0,0,사립,,,,10,04,10,10,경상북도 포항시 남구,876(0),경상북도교육청,경상북도교육청,29.2,R100000001,N,0,S150000992,0,R100000001,16,4711111500,30(0),N,포항제철고등학교,고등학교,포항시남구,주간,자율고등학교,876,0,30,0
0,2,사립,,,,9,04,9,9,경상북도 포항시 남구,439(14),경상북도교육청,경상북도교육청,15.1,R100000001,N,2,S150000993,14,R100000001,16,4711111500,29(2),N,포항제철공업고등학교,고등학교,포항시남구,주간,특수목적고등학교,439,14,29,2
0,3,공립,,,,9,04,8,9,경상북도 포항시 남구,592(15),경상북도교육청,경상북도교육청,20.4,R100000001,N,3,S150006136,15,R100000001,16,4711111700,29(3),N,포항이동고등학교,고등학교,포항시남구,주간,일반고등학교,592,15,29,3
0,1,공립,1.0,1.0,1.0,1,02,1,1,경상북도 포항시 북구,58(7),경상북도포항교육지원청,경상북도교육청,8.3,R100000619,N,1,S150003551,7,R100000001,16,4711325041,7(1),N,곡강초등학교,초등학교,포항시북구,,,58,7,7,1
0,1,공립,1.0,1.0,1.0,1,02,1,1,경상북도 포항시 북구,42(1),경상북도포항교육지원청,경상북도교육청,6.0,R100000619,N,1,S150003558,1,R100000001,16,4711334000,7(1),N,기계초등학교,초등학교,포항시북구,,,42,1,7,1
0,1,공립,1.0,1.0,1.0,0,02,1,0,경상북도 포항시 북구,16(1),경상북도포항교육지원청,경상북도교육청,3.2,R100000619,N,1,S150003563,1,R100000001,16,4711336024,5(1),N,기북초등학교,초등학교,포항시북구,,,16,1,5,1
0,2,공립,3.0,4.0,4.0,4,02,4,4,경상북도 포항시 북구,477(12),경상북도포항교육지원청,경상북도교육청,19.1,R100000619,N,2,S150003568,12,R100000001,16,4711325049,25(2),N,달전초등학교,초등학교,포항시북구,,,477,12,25,2
0,1,공립,1.0,1.0,1.0,1,02,1,1,경상북도 포항시 북구,89(6),경상북도포항교육지원청,경상북도교육청,12.7,R100000619,N,1,S150003577,6,R100000001,16,4711311600,7(1),N,대잠초등학교,초등학교,포항시북구,,,89,6,7,1
0,2,공립,6.0,6.0,6.0,6,02,5,4,경상북도 포항시 북구,764(12),경상북도포항교육지원청,경상북도교육청,21.8,R100000619,N,2,S150003583,12,R100000001,16,4711312000,35(2),N,두호남부초등학교,초등학교,포항시북구,,,764,12,35,2
0,0,공립,2.0,2.0,2.0,2,02,2,2,경상북도 포항시 북구,247(0),경상북도포항교육지원청,경상북도교육청,20.6,R100000619,N,0,S150003584,0,R100000001,16,4711311900,12(0),N,두호초등학교,초등학교,포항시북구,,,247,0,12,0
0,0,공립,1.0,1.0,1.0,1,02,1,0,경상북도 포항시 북구,20(0),경상북도포항교육지원청,경상북도교육청,4.0,R100000619,N,0,S150003599,0,R100000001,16,4711333024,5(0),N,송라초등학교,초등학교,포항시북구,,,20,0,5,0
0,1,공립,1.0,1.0,1.0,1,02,1,1,경상북도 포항시 북구,51(5),경상북도포항교육지원청,경상북도교육청,7.3,R100000619,N,1,S150003603,5,R100000001,16,4711331026,7(1),N,신광초등학교,초등학교,포항시북구,,,51,5,7,1
0,2,공립,5.0,5.0,4.0,4,02,4,4,경상북도 포항시 북구,594(12),경상북도포항교육지원청,경상북도교육청,21.2,R100000619,N,2,S150003609,12,R100000001,16,4711311500,28(2),N,양학초등학교,초등학교,포항시북구,,,594,12,28,2
0,1,공립,1.0,1.0,1.0,1,02,1,1,경상북도 포항시 북구,54(2),경상북도포항교육지원청,경상북도교육청,7.7,R100000619,N,1,S150003613,2,R100000001,16,4711311700,7(1),N,용흥초등학교,초등학교,포항시북구,,,54,2,7,1
0,1,공립,1.0,1.0,0.0,1,02,1,0,경상북도 포항시 북구,13(2),경상북도포항교육지원청,경상북도교육청,2.6,R100000619,N,1,S150003614,2,R100000001,16,4711332026,5(1),N,월포초등학교,초등학교,포항시북구,,,13,2,5,1
0,1,공립,6.0,5.0,4.0,4,02,4,3,경상북도 포항시 북구,606(7),경상북도포항교육지원청,경상북도교육청,22.4,R100000619,N,1,S150003625,7,R100000001,16,4711312100,27(1),N,장량초등학교,초등학교,포항시북구,,,606,7,27,1
0,2,공립,3.0,4.0,2.0,2,02,2,2,경상북도 포항시 북구,312(12),경상북도포항교육지원청,경상북도교육청,18.4,R100000619,N,2,S150003626,12,R100000001,16,4711312100,17(2),N,장성초등학교,초등학교,포항시북구,,,312,12,17,2
0,1,공립,1.0,1.0,1.0,1,02,1,1,경상북도 포항시 북구,59(4),경상북도포항교육지원청,경상북도교육청,8.4,R100000619,N,1,S150003628,4,R100000001,16,4711311600,7(1),N,죽도초등학교,초등학교,포항시북구,,,59,4,7,1
0,1,공립,1.0,1.0,1.0,1,02,0,0,경상북도 포항시 북구,15(1),경상북도포항교육지원청,경상북도교육청,3.0,R100000619,N,1,S150003631,1,R100000001,16,4711335024,5(1),N,죽장초등학교,초등학교,포항시북구,,,15,1,5,1
0,0,공립,1.0,1.0,1.0,1,02,1,0,경상북도 포항시 북구,25(0),경상북도포항교육지원청,경상북도교육청,5.0,R100000619,N,0,S150003638,0,R100000001,16,4711325034,5(0),N,죽천초등학교,초등학교,포항시북구,,,25,0,5,0
0,2,공립,4.0,4.0,4.0,4,02,4,3,경상북도 포항시 북구,528(14),경상북도포항교육지원청,경상북도교육청,21.1,R100000619,N,2,S150003640,14,R100000001,16,4711311900,25(2),N,창포초등학교,초등학교,포항시북구,,,528,14,25,2
0,1,공립,1.0,1.0,1.0,1,02,1,1,경상북도 포항시 북구,35(3),경상북도포항교육지원청,경상북도교육청,5.0,R100000619,N,1,S150003644,3,R100000001,16,4711332021,7(1),N,청하초등학교,초등학교,포항시북구,,,35,3,7,1
0,2,공립,2.0,2.0,2.0,1,02,2,2,경상북도 포항시 북구,209(10),경상북도포항교육지원청,경상북도교육청,16.1,R100000619,N,2,S150003648,10,R100000001,16,4711311700,13(2),N,포항남부초등학교,초등학교,포항시북구,,,209,10,13,2
0,2,공립,4.0,4.0,3.0,3,02,3,2,경상북도 포항시 북구,446(10),경상북도포항교육지원청,경상북도교육청,21.2,R100000619,N,2,S150003649,10,R100000001,16,4711311700,21(2),N,포항대흥초등학교,초등학교,포항시북구,,,446,10,21,2
0,2,공립,2.0,2.0,2.0,2,02,1,1,경상북도 포항시 북구,156(10),경상북도포항교육지원청,경상북도교육청,13.0,R100000619,N,2,S150003650,10,R100000001,16,4711312000,12(2),N,포항동부초등학교,초등학교,포항시북구,,,156,10,12,2
0,1,공립,1.0,1.0,1.0,1,02,1,1,경상북도 포항시 북구,83(5),경상북도포항교육지원청,경상북도교육청,11.9,R100000619,N,1,S150003652,5,R100000001,16,4711311600,7(1),N,포항영흥초등학교,초등학교,포항시북구,,,83,5,7,1
0,1,공립,6.0,8.0,6.0,7,02,5,4,경상북도 포항시 북구,903(2),경상북도포항교육지원청,경상북도교육청,24.4,R100000619,N,1,S150003656,2,R100000001,16,4711311800,37(1),N,포항중앙초등학교,초등학교,포항시북구,,,903,2,37,1
0,2,공립,2.0,1.0,2.0,2,02,1,1,경상북도 포항시 북구,165(12),경상북도포항교육지원청,경상북도교육청,15.0,R100000619,N,2,S150003657,12,R100000001,16,4711310700,11(2),N,포항초등학교,초등학교,포항시북구,,,165,12,11,2
0,1,공립,2.0,2.0,2.0,1,02,1,1,경상북도 포항시 북구,150(6),경상북도포항교육지원청,경상북도교육청,15.0,R100000619,N,1,S150003658,6,R100000001,16,4711311200,10(1),N,포항항도초등학교,초등학교,포항시북구,,,150,6,10,1
0,2,공립,1.0,1.0,1.0,1,02,1,1,경상북도 포항시 북구,66(11),경상북도포항교육지원청,경상북도교육청,8.3,R100000619,N,2,S150003659,11,R100000001,16,4711312300,8(2),N,항구초등학교,초등학교,포항시북구,,,66,11,8,2
0,1,공립,2.0,2.0,2.0,2,02,2,1,경상북도 포항시 북구,180(6),경상북도포항교육지원청,경상북도교육청,15.0,R100000619,N,1,S150003662,6,R100000001,16,4711325027,12(1),N,흥해남산초등학교,초등학교,포항시북구,,,180,6,12,1
0,1,공립,1.0,1.0,1.0,1,02,1,1,경상북도 포항시 북구,109(7),경상북도포항교육지원청,경상북도교육청,15.6,R100000619,N,1,S150003663,7,R100000001,16,4711325021,7(1),N,흥해서부초등학교,초등학교,포항시북구,,,109,7,7,1
0,1,공립,2.0,1.0,2.0,1,02,1,1,경상북도 포항시 북구,129(5),경상북도포항교육지원청,경상북도교육청,14.3,R100000619,N,1,S150003664,5,R100000001,16,4711325025,9(1),N,흥해초등학교,초등학교,포항시북구,,,129,5,9,1
0,2,공립,5.0,5.0,5.0,5,02,5,4,경상북도 포항시 북구,685(11),경상북도포항교육지원청,경상북도교육청,22.1,R100000619,N,2,S150006231,11,R100000001,16,4711312100,31(2),N,포항장원초등학교,초등학교,포항시북구,,,685,11,31,2
0,0,공립,2.0,2.0,2.0,2,02,2,1,경상북도 포항시 북구,215(0),경상북도포항교육지원청,경상북도교육청,19.5,R100000619,N,0,S150006232,0,R100000001,16,4711312100,11(0),N,포항장흥초등학교,초등학교,포항시북구,,,215,0,11,0
0,2,공립,4.0,5.0,5.0,5,02,4,4,경상북도 포항시 북구,638(10),경상북도포항교육지원청,경상북도교육청,22.0,R100000619,N,2,S150006259,10,R100000001,16,4711312300,29(2),N,포항해맞이초등학교,초등학교,포항시북구,,,638,10,29,2
0,0,공립,7.0,7.0,5.0,4,02,4,4,경상북도 포항시 북구,786(0),경상북도포항교육지원청,경상북도교육청,25.4,R100000619,N,0,S150006318,0,R100000001,16,4711312200,31(0),N,포항양덕초등학교,초등학교,포항시북구,,,786,0,31,0
0,1,공립,4.0,3.0,3.0,3,02,2,2,경상북도 포항시 북구,330(1),경상북도포항교육지원청,경상북도교육청,18.3,R100000619,N,1,S150006322,1,R100000001,16,4711325047,18(1),N,학천초등학교,초등학교,포항시북구,,,330,1,18,1
0,2,공립,8.0,7.0,6.0,6,02,5,5,경상북도 포항시 북구,903(11),경상북도포항교육지원청,경상북도교육청,23.2,R100000619,N,2,S150006393,11,R100000001,16,4711312200,39(2),N,포항송곡초등학교,초등학교,포항시북구,,,903,11,39,2
0,1,공립,10.0,9.0,9.0,7,02,7,6,경상북도 포항시 북구,1019(6),경상북도포항교육지원청,경상북도교육청,20.8,R100000619,N,1,S150006492,6,R100000001,16,4711325046,49(1),N,초곡초등학교,초등학교,포항시북구,,,1019,6,49,1
0,2,공립,5.0,5.0,5.0,5,02,3,3,경상북도 포항시 북구,622(14),경상북도포항교육지원청,경상북도교육청,22.2,R100000619,N,2,S150006519,14,R100000001,16,4711312200,28(2),N,양서초등학교,초등학교,포항시북구,,,622,14,28,2
0,1,공립,2.0,3.0,3.0,4,02,5,4,경상북도 포항시 북구,449(2),경상북도포항교육지원청,경상북도교육청,20.4,R100000619,N,1,S150006615,2,R100000001,16,4711325046,22(1),N,초서초등학교,초등학교,포항시북구,,,449,2,22,1
0,1,공립,2.0,3.0,3.0,3,02,3,5,경상북도 포항시 북구,384(4),경상북도포항교육지원청,경상북도교육청,19.2,R100000619,N,1,S150006627,4,R100000001,16,4711325050,20(1),N,포항펜타초등학교,초등학교,포항시북구,,,384,4,20,1
0,1,공립,,,,1,03,1,1,경상북도 포항시 북구,22(3),경상북도포항교육지원청,경상북도교육청,5.5,R100000619,N,1,S150003513,3,R100000001,16,4711334021,4(1),N,기계중학교,중학교,포항시북구,주간,,22,3,4,1
0,0,공립,,,,1,03,0,1,경상북도 포항시 북구,5(0),경상북도포항교육지원청,경상북도교육청,2.5,R100000619,N,0,S150003514,0,R100000001,16,4711336000,2(0),Y,기계중학교기북분교장,중학교,포항시북구,주간,,5,0,2,0
0,0,공립,,,,10,03,9,7,경상북도 포항시 북구,728(0),경상북도포항교육지원청,경상북도교육청,28.0,R100000619,N,0,S150003518,0,R100000001,16,4711312300,26(0),N,대도중학교,중학교,포항시북구,주간,,728,0,26,0
0,0,사립,,,,5,03,5,5,경상북도 포항시 북구,382(0),경상북도포항교육지원청,경상북도교육청,25.5,R100000619,N,0,S150003519,0,R100000001,16,4711311800,15(0),N,대동중학교,중학교,포항시북구,주간,,382,0,15,0
0,1,공립,,,,5,03,4,5,경상북도 포항시 북구,362(3),경상북도포항교육지원청,경상북도교육청,24.1,R100000619,N,1,S150003522,3,R100000001,16,4711311700,15(1),N,대흥중학교,중학교,포항시북구,주간,,362,3,15,1
0,0,사립,,,,3,03,3,3,경상북도 포항시 북구,216(0),경상북도포항교육지원청,경상북도교육청,24.0,R100000619,N,0,S150003523,0,R100000001,16,4711311700,9(0),N,동지여자중학교,중학교,포항시북구,주간,,216,0,9,0
0,0,사립,,,,3,03,4,4,경상북도 포항시 북구,253(0),경상북도포항교육지원청,경상북도교육청,23.0,R100000619,N,0,S150003524,0,R100000001,16,4711311700,11(0),N,동지중학교,중학교,포항시북구,주간,,253,0,11,0
0,1,공립,,,,1,03,1,1,경상북도 포항시 북구,26(1),경상북도포항교육지원청,경상북도교육청,6.5,R100000619,N,1,S150003529,1,R100000001,16,4711331026,4(1),N,신광중학교,중학교,포항시북구,주간,,26,1,4,1
0,0,공립,,,,5,03,4,4,경상북도 포항시 북구,342(0),경상북도포항교육지원청,경상북도교육청,26.3,R100000619,N,0,S150003532,0,R100000001,16,4711311400,13(0),N,양학중학교,중학교,포항시북구,주간,,342,0,13,0
0,0,사립,,,,1,03,1,1,경상북도 포항시 북구,5(0),경상북도포항교육지원청,경상북도교육청,1.7,R100000619,N,0,S150003537,0,R100000001,16,4711335000,3(0),N,서포중학교,중학교,포항시북구,주간,,5,0,3,0
0,2,공립,,,,9,03,9,9,경상북도 포항시 북구,729(12),경상북도포항교육지원청,경상북도교육청,25.1,R100000619,N,2,S150003538,12,R100000001,16,4711311900,29(2),N,창포중학교,중학교,포항시북구,주간,,729,12,29,2
0,1,사립,,,,4,03,4,4,경상북도 포항시 북구,276(4),경상북도포항교육지원청,경상북도교육청,21.2,R100000619,N,1,S150003539,4,R100000001,16,4711332021,13(1),N,청하중학교,중학교,포항시북구,주간,,276,4,13,1
0,2,공립,,,,9,03,8,8,경상북도 포항시 북구,691(7),경상북도포항교육지원청,경상북도교육청,25.6,R100000619,N,2,S150003541,7,R100000001,16,4711311800,27(2),N,포항여자중학교,중학교,포항시북구,주간,,691,7,27,2
0,0,사립,,,,5,03,5,5,경상북도 포항시 북구,389(0),경상북도포항교육지원청,경상북도교육청,25.9,R100000619,N,0,S150003542,0,R100000001,16,4711311800,15(0),N,포항영신중학교,중학교,포항시북구,주간,,389,0,15,0
